review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-53403960,2023-12-19,Associate Vice President,Jio,Navi Mumbai,5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,"1. Very balanced company with high ethical standards. 
2. Very beautiful campus and lot of employee friendly facilities. 
3. Very supportive organization policy specially during Covid and hour of need.
4. The Leadership is very dedicated and commited to employees. ",None.
review-54013314,2023-12-29,Software Development Engineer,Jio,Chennai,4,4.0,4.0,3.0,4.0,4.0,5.0,5.0,Good with technology and updating the stack with the latest trends as per in the market. Good place to explore deep into. ,"All good but need to improve friendly work culture by organizing events and other engagement activities, happening in few locations but not for all."
review-55872618,2024-02-29,Field Executive,Jio,Jalgaon,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes definitely ,No near  sales targets not achieved for regions switch job
review-47522374,2023-09-14,Assistant Manager,Jio,Kolkata,1,2.0,3.0,1.0,1.0,5.0,1.0,1.0,"Benefits, pay structure is pretty much good. ","Immature state management who doesn't know what to do. Every day new policy. 
Always pressure executives to do sales, but not even a single time says how to do it. 
Evaluation of an employee is only a month performance, they easily forget what that employees done at the past. PIP is meant PERFORMANCE IMPROVEMENT PROGRAM but here it's a firing policy with unrealistic target."
review-54015204,2023-12-29,Deputy Manager,Jio,Navi Mumbai,3,2.0,3.0,5.0,3.0,2.0,5.0,5.0,Work environment is best. No any work pressure. Work station ambiance is best. ,Though CTC is high will get very less in hand salary. Increment is very less . No any expected ctc discussion while appraisal.
review-54013390,2023-12-29,Product Manager,Jio,Navi Mumbai,3,1.0,4.0,3.0,2.0,3.0,4.0,4.0,"Challenging environment to work.
Lot's of learning opportunities.
Amazing office ","No work from home.
Poor planning by senior management.
Lack of incentives in the job.
Poor hike. Average annual hike of 3-4%.
Favoritism to certain group"
review-53407848,2023-12-19,Assistant Manager,Jio,Pune,4,1.0,5.0,5.0,5.0,3.0,5.0,4.0,Reliance jio offers flexible work schedule for employees. Employees at reliance jio enjoy benefits such as employee benefits. The company also provides disability insurance for its employees. ,The growth path is too slow.
review-53401700,2023-12-19,Senior Program Manager,Jio,Bangalore / Bengaluru,3,1.0,3.0,2.0,3.0,4.0,4.0,3.0,Chance to work on new projects ,Terrible appraisal process - delayed by 6 months and 2-4% hike. Non-friendly policies like 5 days working from office and strict >9 hrs. from office everyday which is tracked by ID punch in.
review-53403092,2023-12-19,Area Loss and Prevention Manager,Jio,Patna,5,3.0,5.0,4.0,4.0,4.0,4.0,4.0,"Reliance cares employees and their family, several benefits like medicals insurance, PME Test for employee as well as spouse, ","Increment is not as much as compared to other orgnaization, Job relocation should be to different vertical / branch should be there where lacking"
review-57768790,2024-06-08,Field Supervisor,Jio,Bhubaneswar,5,5.0,5.0,5.0,5.0,5.0,3.0,5.0,Overall good work environment for employee ,"Contractual basis job ,extn year to year"
review-50879192,2023-10-12,Deployment Manager,Jio,Lucknow,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"No promotions in circle level only discrimination.  I have worked with organization since 10 years .not got a single 
Promotion. Even partiality by the management.  Manager take only their Promotion during this period 3 times. Only ctc increases front 8 lack to 12..5 in 10 year so guess what I recieved there. ",All ate dislike
review-56901270,2024-04-26,Jdss,Jio,Baripada,1,2.0,1.0,4.0,1.0,2.0,1.0,1.0,Good behaviour of all senior officer ,Work pressure which is impossible to work and can't be possible in one day 40 MNP
review-53755278,2023-12-22,Assistant Manager,Jio,Navi Mumbai,1,1.0,1.0,1.0,1.0,3.0,4.0,1.0,Only Job Security is the thing which keeps people here. ,"There is very toxic environment. 
Every thing is highly unorganized.
Working as a fresher here harms mental heath a lot.
It has been only few month since I joined and i have started applying in other jobs."
review-54190064,2024-01-02,Area Loss and Prevention Manager,Jio,Bhadrak,3,2.0,5.0,3.0,3.0,3.0,5.0,4.0,The most I liked is I learned a lot of things particularly the code of conduct and integrity which I have utilized in personal life also. ,"The appraisal, increment and promotion is just a joke."
review-54019592,2023-12-29,Deputy Manager,Jio,Kolkata,5,4.0,5.0,4.0,5.0,4.0,5.0,5.0,"Reliance jio provided a secure work envermant , with a strecked work cultured that promote the employee well beeing . Componey promoted to employee develoment . with stable work place . ",Day to day changing wide product renge need requred more tranning .
review-48787096,2023-08-31,Key Account Manager,Jio,New Delhi,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Nothing. ,Absolute worst place to work at. There is no job security with constant threats from the top management who are absolutely devoid of any knowledge of what's happening on ground. They are so full of themselves that they consider they are above the customer. This so called Digital company has laughable age old practices. HR is non existent. Stay away from this company like the plague.
review-57418460,2024-05-22,Channel Sales Manager,Jio,Kolhapur,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,nothing ,work life balance is very bad. must attend to vc on leave also in sunday
review-54014162,2023-12-29,Senior Manager,Jio,Navi Mumbai,4,3.0,4.0,4.0,3.0,4.0,4.0,3.0,"In Jio there is lots of opportunity to learn & its has nice campus, ","Proper appraisals systems lacking, transparency is not there, There should be more team engagements so that teams can gel well and that will create a healthy atmosphere."
review-54051028,2023-12-29,Executive,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent atmosphere while working in Reliance Jio Infocomm ltd. Excellent Landscape & gardening in Reliance corporate park. Reliance is topmost company to provide excellent services to our employee. ,no
review-50975178,2023-10-12,Sales Manager,Jio,Hyderabad / Secunderabad,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,JIO COMPANY NOT FREE EMPLOYEE EVER HOUR PRESSURE SUNDAY ALSO WORKING NO FESTIVAL REPORTING MANAGERS BLACK MAILNG WORK OTHERWISE RESIGN SAY DAILY NO FREE IN EMPLOYEES SOME EMPLOUYEES THIS PRESSURE BP AND SUGAR ATTACK IN FIELD EMPLOYEES ONLY ENJOING IN COMPANY BENFITS OFFICE EMPLOYEES SUFEERING FIELD EMPLOYEES . ,waste company
review-58935842,2024-07-20,Technician,Jio,Hyderabad / Secunderabad,4,2.0,5.0,4.0,5.0,2.0,4.0,4.0,Yes any promotion reqvares in future ,Maintains salary in time before 10 th
review-54018654,2023-12-29,Finance Manager,Jio,Madurai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"i loved Reliance, and got an wonderful goldern oppurunity to work in Reliance jio and Really Proud to be a part in reliance Family. ","Nothing so, Getting work balance,Small/big wishes to get Saturday  holiday lke IT people and Work from home wishes"
review-53418762,2023-12-19,Deputy Manager HR,Jio,Pune,5,2.0,5.0,5.0,5.0,3.0,5.0,4.0,Great learning opportunity and very transparent process for recruitment. ,"Percentage of yearly appraisal is low; and 5 days of working will be great value addition.
rest all things are good in reliance jio."
review-53405802,2023-12-19,Field Engineer,Jio,Surat,3,1.0,3.0,1.0,2.0,3.0,4.0,4.0,"-Flexible working hours
-Functional heads are accessible and supported ","-No carrier progression plan
-Not interested in employee retention
-HRs no supportive rather not capable
-You got chances of promotion but not giving salary hike"
review-53769676,2023-12-22,Customer Care Executive,Jio,Durgapur,4,3.0,4.0,4.0,4.0,3.0,4.0,4.0,"Work culture is too good,  management  very helpful.  Friendly atmosphere. ",Salary package should be higher than present.
review-49251128,2023-09-12,Deputy Manager,Jio,Navi Mumbai,4,2.0,4.0,5.0,3.0,4.0,4.0,5.0,"Yes,I like to work at Jio great,but here no promotion since joining.here is no team balancing like as all promotion, appraisal, critical resource benifits goes only one person it's not good... ","Here one system I don't like as promotion, appraisal,CR, goes only one employee which is favourite of boss rest team members only waiting...no promotion,no increment,no CR..."
review-53813034,2023-12-23,Customer Activation Officer,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Working experience at Reliance Jio Infocomm Ltd is generally positive Its a great place to work, with a strong focus on innovation and employee development. The company having a great culture. ",Nothing
review-54016164,2023-12-29,Assistant Vigilance Manager,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I am fully satisfied as a vigilant officer, I will maximum try to Fraud Mitigation in the system.  In the last four years we have proved/caught and money recovery from the system culprits/vendors.  I promise to work same way in the future. ",nil
review-54014010,2023-12-29,Center Head,Jio,Meerut,3,2.0,3.0,3.0,3.0,3.0,4.0,3.0,"Good organization, if want to work long term on average 4 to 5% annual growth ","everything NHQ driven, no circle-based customization.  Highly team time consumed on unnecessary download by SHQ team, Appraisal on perception based."
review-58813890,2024-07-23,Jio Point Manager,Jio,Panskura,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent reliance jio and all system is good.  I'm proud of you ,Excellent reliance jio and system is very first.
review-53797516,2023-12-23,General Manager,Jio,Navi Mumbai,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Salary is credited on time ,Full of old retired people and an inverted pyramid organisation structure. Few people who work and most people give instructions in opposite directions. No job Security
review-54571998,2024-01-15,Deputy Manager,Jio,Navi Mumbai,1,1.0,1.0,1.0,1.0,1.0,4.0,4.0,"Only good for People who doesn't want to learn anything, play corporate politics, and spend their retirement time. ","Pathetic HR. No proper Hikes/Appraisals, worst salary structure, and only few work or have the technical expertise rest all just forward the mails(This is expected as no one with good knowledge will join this company that pays peanuts in the name of salary)."
review-54029348,2023-12-29,DGM Accounts and Finance,Jio,Jaipur,3,3.0,4.0,3.0,3.0,3.0,4.0,3.0,Learning is good. company has dynamic and challenging workplace. one can develop skills and grow. ,Need to work on performance and promotion related policy. office timing of head office and state offices is also not the same.
review-53754784,2023-12-22,Department Manager,Jio,Guwahati,3,2.0,3.0,4.0,3.0,3.0,4.0,5.0,The good thing in this organisation is the work-life balance is maintain properly. Employee can give time to their family and friends. ,The salary/ increment/ promotion part need to be upgraded for the mid-level and lower-level employees.
review-45801852,2023-07-04,Tower Engineer,Jio,Ajmer,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good work in reliance jio every month training,all teams safety parameter follow,dicipilen,team work,5G work,gbm micro PILING,tower foundation,tower erection, tower electrical ,earthing, dg installation, solar installation, lt panel installation ,SMPS installation  battery bank installation and jiofiber connectivity, all family members medical insurance coverage. ",Reliance Jio company has contract only for 2 years and don't know whether the contract can be renewed further or not.
review-51493086,2023-10-21,Deputy Enterprise Business Manager,Jio,Hyderabad / Secunderabad,2,2.0,3.0,1.0,2.0,3.0,4.0,2.0,"Very bad culture. No hopes on growth part. Even a B2B Division also 6 days work policy. No work life balance.
If your manager is good you can survive otherwise can't ","6 days work policy
No Job satisfaction
Nothing to learn 
Work pressure and No work life balance"
review-58460906,2024-07-03,Enterprise Sales Officer,Jio,Gwalior,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Best industries ,Unlimited pressure work load very high flow
review-57842264,2024-06-12,JCM,Jio,Ahmedabad,3,2.0,2.0,2.0,2.0,3.0,5.0,3.0,Job security is very high ,Working culture is not good
review-53789040,2023-12-22,DGM Sales and Marketing,Jio,Mumbai,5,4.0,4.0,4.0,5.0,4.0,5.0,4.0,The organization's commitment to providing a secure and supportive work environment coupled with ample opportunities for skill enhancement makes it an ideal choice for individuals seeking long-term career satisfaction. ,Yes
review-53403354,2023-12-19,TM Manager,Jio,Vijayawada,4,3.0,4.0,3.0,4.0,5.0,5.0,4.0,"Health benefits - for employee, spouse, 3 dependent children and 2 parents or in-laws.
Family like employees ",Need to timely release increments/ hikes and Performance linked incentives
review-57160166,2024-05-08,Senior Digital Repair Specialist,Jio,Thalassery,5,4.0,5.0,5.0,4.0,5.0,5.0,5.0,Employees getting all benefits and equal treatment ,Nil
review-53401528,2023-12-19,Product Manager,Jio,Navi Mumbai,4,4.0,5.0,4.0,4.0,4.0,5.0,5.0,"Inspirational leadership, Awesome learning opportunities, Ample time to learn and perform ","Bureaucratic and unresponsive HR, Lack of Trust in Employees, Too much micromanagement"
review-50413676,2023-10-03,Sales Manager,Jio,Bangalore Rural,4,3.0,3.0,4.0,4.0,4.0,4.0,4.0,Very good HR Policies this people have timely salaries claims everything was maintained am very happy to working here overall very good 👍 ,but am not recommending to join in sales department it was very horrible here also hr policies and company policies are very good but  our L1 L2 L3 they'll missuse much
review-53780692,2023-12-22,Assistant Store Manager,Jio,Durgapur,5,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Reliance Jio is an outstanding company with great working place and culture is fantastic  with flexible environment.. ,"No dislike available in my point of view , All are excellent.."
review-53406360,2023-12-19,Senior Manager Commercial,Jio,Guwahati,5,3.0,5.0,5.0,5.0,5.0,4.0,5.0,"Very process oriented, work life balance, Working in collaboration, good company culture, highly efficient management, leader in sector. ",More focus required in employee Promotion and career growth to be monitor.
review-50620100,2023-10-06,Senior Project Manager,Jio,Pune,5,1.0,3.0,3.0,3.0,5.0,1.0,4.0,Reliance is Very Good Company to work. It is equal opportunity company and one gets chances to prove himself. ,"People must ensure that they are not biased at the time of appraisal. People must be given rating as per work carried out by employees.
Hope this is implemented so that negatives are ruled out."
review-53412132,2023-12-19,Deputy Manager,Jio,Aurangabad,5,5.0,5.0,3.0,3.0,5.0,5.0,5.0,Job security at Reliance Jio is great. Company is the largest telecom giant of India and has its presence all across India ,The way seniors treat their subordinates and lack of appreciations
review-54006274,2023-12-28,Customer Support Executive,Jio,Kolkata,4,1.0,3.0,4.0,1.0,3.0,2.0,1.0,TL and trainer was supportive That I liked ,Break and shifting time is very strict that  I don't like
review-45756294,2023-10-31,GIS Engineer,Jio,Mumbai,5,2.0,5.0,5.0,5.0,5.0,5.0,5.0,"Reliance Industries Limited is an Indian multinational conglomerate, headquartered in Mumbai. Its businesses include energy, petrochemicals, natural gas, retail. ","Reliance Group was founded by Dhirubhai Ambani, who went into business in the 1950s. The company expanded into textiles in the 1960s and entered the petrochemical sector in the 1980s, amassing a fortune for Ambani. After Ambani died in 2002, his sons Mukesh, the eldest, and Anil had a row over corporate policy."
review-53413484,2023-12-19,Training Manager,Jio,Pune,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Organization provides an opportunity to explore and implement the strategic ways of working to every individual so that one can really grow himself along with the organization. ,Nothing yet
review-52504618,2023-11-23,Jio - Centre Manager,Jio,Chennai,2,2.0,2.0,3.0,2.0,2.0,3.0,1.0,No room space to execute and explore talent. Held with calls throughout the day. Unrealistic targets and expectations ,Monotonous work load and bureaucratic approach on deliverables. There won't be any essence in life.
review-50455296,2023-10-03,Assistant Manager,Jio,Chandigarh,2,3.0,1.0,1.0,1.0,5.0,1.0,1.0,Company policies are fine but the work culture  and the people  working there are more into the office politics not focusing on work .. office cultre is worst.. ,Everything is very slow going.. people are victim of office politics.. they are more time for this but not for work.. and the HR policy are worst ..there are no job security.
review-49970428,2023-09-25,Customer Sales Associate,Jio,Vellore,2,2.0,4.0,4.0,2.0,1.0,3.0,3.0,Good manager but salary is low there is growth in the company but it takes 4 years to became department manager with salary 20000 they are conducting exam once 6 months I have learned many things ,The salary is low with him ge work but they are giving incentives while the store target is achieved
review-53401394,2023-12-19,Regional Coordinator,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good working culture. Amenities at RCP are top notch. Supportive co-workers and managers who also focus on your learning and career growth. ,Nothing comes to mind.
review-53402632,2023-12-19,Human Resource Lead,Jio,Shillong,3,3.0,4.0,3.0,3.0,3.0,3.0,2.0,"Provides opportunity to local candidates
Extends all support to staff in times of need ","MS Teams meetings that start from 7 AM, ends at 9 PM
Seniors telling juniors and new joiners to resign if they are unable to perform"
review-54016474,2023-12-29,Assistant Manager,Jio,Mumbai,3,2.0,3.0,2.0,3.0,1.0,5.0,5.0,"Good place to work.
Work load is balanced ","Increments, promotions are worse 
No clarity about the hike structure 
Hr doesn't  know anything about the policy"
review-30768335,2022-06-07,Deputy General Manager,Jio,Mumbai,1,3.0,1.0,1.0,1.0,3.0,3.0,1.0,nothing ,"Politics , work life balance , work enviornment"
review-54017274,2023-12-29,Cluster Manager,Jio,Raipur,5,3.0,4.0,5.0,4.0,4.0,5.0,5.0,"It's great place to work. Here we are enjoying work culture, professional - personal life balance, benefits, learning etc. ",Nothing is dislike.
review-53405436,2023-12-19,DGM Sales and Marketing,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"The scale, unfettered ambition and ability to shape up my country's future. ",Not many. Sometimes processes which are supposed to protect against failure start getting bureaucratic.
review-44302252,2023-06-11,Deputy Manager,Jio,Katni,4,2.0,3.0,3.0,3.0,4.0,3.0,4.0,"Reliance organization is a beautiful place for working & for job security, but some seniors take personal & play with our emotions, carrier & feel uncomfortable. 
So, Also my family feel unsecured. ","Not feel good & 1st time company take decisions without my discussion tranfer bhopal to katni. 
Don't any issue, but this is not cultural of reliance organization. 
And already to update our HRBP Gurpreet singh on last 6 months & HR tream confirmed me, HR team always with me, But not any support on last movement   & only one reason M"
review-56229236,2024-03-20,Deputy Manager,Jio,Amravati,5,4.0,5.0,5.0,3.0,4.0,4.0,3.0,Discipline ,Time management continues conference calls
review-53755074,2023-12-22,Manager,Jio,Bangalore / Bengaluru,3,1.0,3.0,1.0,1.0,2.0,4.0,3.0,"On time salary 
Job security ","Flat hierarchy here
Managers are so pathetic 
HR can change policy any time
WFH is only applicable on near to office location"
review-48150484,2023-08-16,Manager,Jio,Mumbai,2,1.0,2.0,1.0,2.0,2.0,4.0,3.0,Less work but it will dangerous for getting the new job ,"Manager post is just designation.
HR and Team Lead are work together to not give any appraisal and bonus and any benifit.
No work from home only TL and above post can get.
All the thing will be on the teams because they are not reading mail even they will not understand the English sometime"
review-57850290,2024-06-13,Deputy General Manager,Jio,Navi Mumbai,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,The biggest Indian Brand. ,Too much of hierarchy and inter departmental issues.
review-58102960,2024-06-20,Area Loss Prevention Manager,Jio,Sirmaur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Job security ,Travel during work
review-57488648,2024-05-25,Deputy Manager,Jio,Navi Mumbai,2,1.0,2.0,1.0,2.0,2.0,4.0,3.0,Campus is good ,"- No transparency 
- work life balance is ok not great"
review-53718932,2023-12-21,Electrical Engineer,Jio,Jaipur,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Company rules and policies are best. But environment depends on employee how people behave and enjoying their task. ,NOTHING TO SAY  BECAUSE YET NOT FACING ANY ISSUES
review-56483548,2024-04-03,Assistant Manager,Jio,Pune,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Always launch new product. ,Don't give more time to learn for employee.
review-50223192,2023-09-30,Senior Manager,Jio,Greater Noida,3,2.0,3.0,2.0,3.0,3.0,4.0,3.0,Frankly nothing much. ,"Leadership is not visinory.
Leadership is not reachable and transparent.
No employee engagement activities.
No appreciations.
Micro management like timesheets, tasks updates, mandatory 9 hours in office.
Parmanent work from home in all conditions."
review-56991720,2024-04-30,Business Development Executive,Jio,Thrissur,3,2.0,4.0,3.0,3.0,4.0,3.0,3.0,Good environment and working procedure ,Bad managers and culture
review-53299172,2023-12-18,Onboarding Lead,Jio,Begusarai,5,1.0,2.0,2.0,2.0,2.0,2.0,3.0,"Company is good, but environment is disaster ",Currently I job this company last 9 year...but no any promotion.....I am star performer but no any expectation hare.
review-50340936,2023-10-02,Senior Executive,Jio,Navi Mumbai,3,1.0,3.0,2.0,2.0,1.0,5.0,4.0,Job security and a great office space. ,"Regressive management mindset
Low job promotion even if you've worked hard
Very low appraisal. Received only 3k appraisal in the 5 years I've worked there.
You might be assigned a new role but not compensated fairly for it."
review-54015602,2023-12-29,Deputy Manager,Jio,Navi Mumbai,5,2.0,4.0,3.0,4.0,4.0,4.0,4.0,"RCP Work location with all amenities, Good food, places to relieve stress, Medical centres and amenities to have healthy life ",Work Pressure
review-54342104,2024-01-06,Team Lead,Jio,Pune,1,1.0,1.0,1.0,1.0,1.0,4.0,1.0,There is not even a single thing to be liked about working here. ,"Dislike:
No work life balance
No appraisal or less appraisal ( as low as 3%)
No credit given
Long working hours
No automatisation of reports
Taking customers for granted
No hierarchy
Micro management"
review-53624808,2023-12-20,Assistant Manager,Jio,Coimbatore,2,2.0,2.0,1.0,3.0,5.0,2.0,2.0,Salary and benefits ,"Work culture is very worst.There is no time constraints
More politics
Every week they frequently change given task"
review-54017838,2023-12-29,Deputy Manager,Jio,Harihar,5,4.0,5.0,4.0,4.0,4.0,5.0,4.0,Its a Beautiful Company in terms of the systems Ethics and good platforms for learning a new things ,Need to improve for the Employees Happiness
review-49880954,2023-10-04,Network Engineer,Jio,Navi Mumbai,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Shift hours are 7.5 in a day
RCP campus
Mobile reimbursement+corporate sim 
Casual wear in office ","PLI deduction
More Costly Medical policy
Public Holidays not allowed in noc operation nor compoff or encashment
Suddenly notice period changed
 non co-operative HR team."
review-54014922,2023-12-29,Assistant Manager- HR,Jio,New Delhi,5,4.0,5.0,5.0,5.0,4.0,5.0,4.0,There is a lot of learning and support in work. Job security is there and a friendly staff/co-workers. ,6 days work construct
review-58676742,2024-07-13,Senior Executive - Sales & Marketing,Jio,Gautam Buddha Nagar,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance jio is a good company ,Maneger behaviour very rudely
review-57331678,2024-05-17,Jira Administrator,Jio,Hyderabad / Secunderabad,4,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Good faculty and staff and I'm interested for this job ,Security and health
review-56335010,2024-03-27,Call Center Executive,Jio,New Delhi,5,1.0,1.0,1.0,2.0,5.0,1.0,3.0,I'm  liket with jio campany job ,No
review-47976450,2023-08-12,Manager,Jio,Mumbai,1,1.0,2.0,3.0,2.0,1.0,4.0,2.0,"If you are at a good salary package you might enjoy working here.
Free sim/plan ","No hikes
PLI disbursed after 1.5 years
No team parties/get togethers
No employee encouragement initiatives like employee of the year etc.
They just want you to work tirelessly
No proper management.. They want to call u to office without giving a desk."
review-51312390,2023-10-17,Deputy Manager,Jio,Navi Mumbai,2,2.0,3.0,1.0,2.0,1.0,4.0,1.0,"Only Brand benefits, show off ","Unethical policy changes without discussion, hard working employees gets very less salary than timepass employees. Leaves getting expired as manager doesn't approve to take leaves. Manager allows maximum 8days leaves including Weekends in 4months"
review-52681942,2023-11-30,Manager,Jio,Gurgaon / Gurugram,4,4.0,4.0,3.0,3.0,4.0,5.0,4.0,Few Higher Authorities needs to be changed to improve the way of working as some time Rotten Apple is very Dangerous . ,Way of pressurising the people and that too with no outcome .
review-53924244,2023-12-26,Team Manager,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Work life balance 
Top management 
Perks and benifits ",Nothing
review-53898060,2023-12-26,Assistant Manager,Jio,New Delhi,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,Salary and medical benefits are awesome ,"customer onboarding, Installation, after sales, company culture, no job security,"
review-54059490,2023-12-30,Mobility Sales Lead,Jio,Bongaigaon City,3,2.0,3.0,3.0,3.0,3.0,4.0,2.0,better for freshers for new jobs and opportunity. also better for state office employees for VC working. ,all bosses focusing on sales team only for all KPI... sales to network or customer retain. Sales team only responsible for company objective.
review-54047058,2023-12-29,Channel Sales Lead,Jio,Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Everything Work Culture,  Job security, other Facilities like medical etc.... ",Nothing to dislike about work at Reliance Jio
review-58646514,2024-07-11,Technician,Jio,Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Hi bro pb media express BD ,Good morning sir you are not
review-43476468,2023-05-11,3D Generalist,Jio,Bangalore / Bengaluru,1,1.0,2.0,3.0,2.0,3.0,1.0,2.0,"Team members and colleagues are supportive, infrastructure is great. Five days of working. ","Absolutely zero job security, will keep changing your work stream and team and the reason for this is poor management and awful planning. Anytime a call would come saying we are shifting you from full time to contract. And never join the company on contract basis, it never resumes. Layoffs are common and performance does not matter in that.
Only join when you don't have any other job in hand."
review-53403348,2023-12-19,Innovation Consultant,Jio,Mumbai,5,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Company cares for employees like a family. ,Salary is not upto the industry standards. Very strict timings of 9 hours to be filled every day
review-51667510,2023-10-27,Channel Sales Lead,Jio,Mandapeta,4,4.0,5.0,4.0,4.0,2.0,4.0,2.0,"Reliance jio provide growth in future..team work is very good...
Data provided to every day on business cycle ",There is no work timings and salary increments are very less but working kris is high...
review-51610016,2023-10-26,AM Human Resource,Jio,Navi Mumbai,3,1.0,2.0,1.0,1.0,1.0,4.0,2.0,"Lot of learning opportunities if you are self learner.
Beautiful office campus with all facilities
Good leave policy ","Micro managers
Old school Leadership and principles
WLB is poor, little flexibility 
Unhelpful people like employees of govt organisation, transferring queries from table to table
Bad culture, not in terms of engagement activities but overall work culture, everyday life, environment
Work opportunities are mostly transactional activit"
review-56672500,2024-04-13,Mw Quality Engineer,Jio,Bikaner,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Quality engineer ,Reliance jio is best company in India
review-52073834,2023-11-07,Service Leader,Jio,Mumbai,1,1.0,4.0,2.0,2.0,1.0,4.0,1.0,"Job security, nobody can throw you out as long as your performance is clear ","Old fools sitting in middle management, favoritism towards chatus, oppression of those who just mind thier work, no work life balance."
review-57850274,2024-06-13,Deputy Sales Manager,Jio,Pathanamthitta,3,3.0,4.0,2.0,2.0,4.0,2.0,2.0,System ,"Rigidity
Nowork life balance
Concalls
Responsibilities on off days
Change on rules ramdomly"
review-53785960,2023-12-22,Product Manager,Jio,Navi Mumbai,4,3.0,4.0,4.0,4.0,3.0,5.0,5.0,"Good Work life balance, pretty secure job ","Everything works at a snails pace and growth is very slow, especially if you're a junior"
review-53774284,2023-12-22,UI UX and Graphic Designer,Jio,Navi Mumbai,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Process oriented company wit proper management. Work culture and beautiful and best RCP campus. Work-life balance. ,Nothing as such
review-51805662,2023-10-31,Deputy Manager Operations,Jio,Patna,3,1.0,2.0,2.0,1.0,2.0,5.0,2.0,At Jio one have security of Job. Same increment for all the roles from top to bottom. ,Policy are not transparent. People at leadership role enjoy unlimited power and benifits and can mould the policy. No skill development and no promotion.
review-48871708,2023-09-02,Deputy Manager,Jio,Narwana,3,1.0,1.0,1.0,1.0,5.0,5.0,1.0,"Work life balance is zero .
You have to work mare 13 hours ooof a day .. from 7 am to 8 pm work is done by jppm and jpl in MNP drive.after that we have to attend meeting. ","Zero work life balance 
No time for family 
13-14 hours work 
7am to 8pm job in mnp drive
Meeting after 8:30pm  
Demotivating meeting in the every moorning ."
review-53752016,2023-12-22,Marketing Manager,Jio,Navi Mumbai,3,1.0,3.0,2.0,1.0,1.0,3.0,3.0,"The campus is good, medical facility is better. ","Work culture, professional movement, and growth, Salary and promotion cycles, ethics at work, HR programs"
review-54012906,2023-12-29,Operations Manager,Jio,Navi Mumbai,5,4.0,4.0,4.0,4.0,5.0,4.0,5.0,No Micromanagement. Employee are give opportunities to grow and implement new ideas. ,We can improve on Job security
review-53991180,2023-12-28,Deputy Executive Engineer,Jio,Kolkata,3,1.0,4.0,3.0,2.0,2.0,3.0,3.0,"Discipline, Maintain SOP, Skill Development, ","Work Balance, Job Security, Behaviour, Yearly Incriminat, Political Views,"
review-50979764,2023-10-12,Telecalling Executive,Jio,Hyderabad / Secunderabad,5,1.0,5.0,5.0,5.0,1.0,5.0,5.0,That the team leaders are very helpful they will support at every part of work there ia also a swaping option that helps in emergency and flexible shifts are thereb ,"Salary pay is very less 
No increment in salary"
review-54025450,2023-12-29,Assistant Manager,Jio,Bhubaneswar,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company is employee friendly and standing with you in circumstances like Covid situation. ,there is nothing to dislike
